user_id,age,gender,workout_type,avg_daily_steps,subscription,app_rating,goal_achieved
100,45,F,Y,10360,free,3.0,1
101,24,M,D,9126,free,5.0,1
102,26,F,C,10211,free,1.0,1
103,25,F,C,10085,free,3.0,1
104,29,F,D,8515,free,4.0,1
105,51,M,Y,8565,free,2.0,1
106,50,M,C,8557,free,2.0,1
107,40,F,Y,9502,pro,5.0,1
108,41,F,Y,8633,pro,5.0,0
109,54,F,S,11592,free,5.0,1
110,52,M,Y,10322,free,5.0,1
111,57,F,S,6794,pro,4.0,0
112,39,F,S,6905,pro,5.0,0
113,44,M,S,10139,pro,3.0,1
114,52,M,Y,7909,free,4.0,0
115,18,F,Y,8133,free,5.0,1
116,52,M,Y,10002,free,3.0,1
117,54,F,C,9631,free,3.0,1
118,31,M,Y,10511,pro,4.0,1
119,20,M,Y,13292,pro,2.0,1
120,18,M,Y,6422,free,2.0,0
121,22,F,Y,9907,pro,5.0,1
122,43,F,Y,6841,free,5.0,0
123,31,M,S,12070,free,4.0,1
124,56,F,S,4081,free,2.0,0
125,44,F,C,5869,pro,2.0,0
126,26,F,S,9609,free,5.0,1
127,32,M,S,12652,pro,4.0,1
128,32,F,Y,10746,pro,3.0,1
129,43,F,C,7398,free,4.0,0
130,59,M,C,12712,free,3.0,1
131,30,M,Y,7437,pro,4.0,0
132,49,F,C,11614,free,5.0,1
133,56,F,C,8001,pro,4.0,0
134,49,M,C,10196,pro,4.0,1
135,21,F,C,10778,free,3.0,1
136,47,F,C,6067,free,4.0,0
137,54,F,S,12638,pro,4.0,1
138,40,F,S,8984,pro,2.0,0
139,56,F,,8274,free,4.0,1
140,32,M,S,11524,free,3.0,1
141,60,M,Y,7113,free,5.0,0
142,65,M,C,13021,pro,4.0,1
143,53,F,C,13481,pro,5.0,1
144,30,F,,7888,pro,2.0,0
145,49,M,C,12438,free,4.0,1
146,24,F,S,5478,free,4.0,0
147,39,F,S,10479,pro,4.0,1
148,45,F,S,6042,free,3.0,0
149,19,F,C,11385,free,4.0,1
150,59,F,C,10720,free,4.0,1
151,23,M,S,15054,pro,3.0,1
152,45,M,C,13742,pro,3.0,1
153,45,M,Y,8368,free,4.0,1
154,37,M,Y,6536,free,4.0,0
155,47,F,D,10331,pro,3.0,1
156,28,F,C,10578,pro,3.0,1
157,45,M,Y,11802,free,3.0,1
158,42,F,S,4167,free,4.0,0
159,56,M,S,13576,free,4.0,1
160,50,F,C,11263,pro,5.0,1
161,18,F,Y,6873,free,5.0,0
162,44,M,,11167,free,4.0,1
163,30,F,S,12294,pro,2.0,1
164,58,M,C,11128,pro,1.0,1
165,20,F,Y,4970,free,3.0,0
166,56,F,Y,8612,pro,5.0,0
167,23,M,Y,11278,free,4.0,1
168,25,F,C,10493,free,3.0,1
169,44,M,C,9386,free,3.0,1
170,26,M,,13516,pro,4.0,1
171,54,F,S,9978,free,4.0,1
172,50,M,C,12532,pro,3.0,1
173,59,F,Y,8378,pro,5.0,0
174,41,M,,8885,pro,4.0,0
175,32,F,Y,5800,pro,2.0,0
176,49,M,Y,9381,pro,5.0,1
177,49,F,D,9870,free,2.0,1
178,41,F,C,8591,free,5.0,1
179,58,M,,11291,pro,5.0,1
180,29,F,D,10722,free,4.0,1
181,56,F,C,10945,pro,4.0,1
182,19,F,Y,10641,pro,3.0,1
183,20,F,S,6284,free,5.0,0
184,54,F,S,9054,pro,4.0,1
185,34,F,Y,11453,free,4.0,1
186,19,F,D,8707,free,5.0,1
187,19,F,Y,12293,free,5.0,1
188,45,M,C,8253,free,5.0,1
189,40,M,D,10367,pro,3.0,1
190,54,F,C,9434,pro,5.0,1
191,78,M,S,11583,pro,4.0,1
192,50,F,S,10290,free,5.0,1
193,18,M,S,10904,free,4.0,1
194,36,M,S,12483,pro,3.0,1
195,19,F,D,8473,free,3.0,1
196,43,F,Y,8818,pro,4.0,0
197,49,M,S,6883,pro,4.0,0
198,23,F,C,11976,pro,3.0,1
199,49,F,,9544,pro,4.0,1
200,21,M,D,9064,free,3.0,1
201,28,F,Y,9318,pro,5.0,1
202,34,M,,9626,free,4.0,1
203,71,M,,10427,pro,2.0,1
204,41,F,C,7943,free,3.0,0
205,22,M,C,11879,pro,2.0,1
206,51,F,S,10668,pro,4.0,1
207,23,F,D,6958,free,2.0,0
208,39,M,S,8398,free,2.0,1
209,28,F,C,10290,pro,5.0,1
210,33,F,C,9009,free,5.0,1
211,50,M,C,9443,free,4.0,1
212,26,F,C,10819,free,5.0,1
213,23,F,C,6195,free,1.0,0
214,33,F,,7249,pro,4.0,0
215,46,F,Y,8387,free,4.0,1
216,20,M,D,7994,free,4.0,0
217,15,F,S,10768,free,3.0,1
218,53,F,S,10839,free,4.0,1
219,36,F,Y,8467,free,4.0,1
220,43,F,C,6856,free,4.0,0
221,20,F,C,11609,free,2.0,1
222,36,F,D,8397,free,3.0,1
223,37,F,C,7226,pro,3.0,0
224,49,F,S,5702,free,3.0,0
225,24,F,S,13233,pro,4.0,1
226,58,F,C,11702,free,2.0,1
227,66,F,C,3965,free,5.0,0
228,57,M,Y,7184,pro,3.0,0
229,56,M,,11981,free,3.0,1
230,15,M,,11363,pro,4.0,1
231,57,F,Y,10603,pro,1.0,1
232,18,F,S,8876,free,4.0,1
233,28,F,C,12008,pro,4.0,1
234,45,F,D,9211,pro,3.0,1
235,42,F,S,7624,free,1.0,0
236,40,M,Y,10817,free,3.0,1
237,48,F,Y,8404,free,2.0,1
238,47,F,S,11004,pro,2.0,1
239,59,F,S,10014,pro,3.0,1
240,52,M,D,8927,pro,3.0,0
241,24,M,C,14616,pro,4.0,1
242,33,M,Y,9409,free,4.0,1
243,43,M,C,8989,free,4.0,1
244,19,F,C,13256,pro,2.0,1
245,18,M,C,7558,free,3.0,0
246,29,F,D,14172,pro,5.0,1
247,22,F,D,8141,free,4.0,1
248,54,M,C,7163,free,5.0,0
249,49,M,C,14711,pro,3.0,1
250,26,M,Y,9473,pro,4.0,1
251,58,M,S,9686,free,4.0,1
252,13,M,C,12835,pro,3.0,1
253,36,F,Y,10368,free,4.0,1
254,33,M,S,10999,pro,4.0,1
255,20,F,D,8405,pro,3.0,0
256,37,M,,11337,pro,3.0,1
257,41,F,S,8861,pro,4.0,0
258,50,F,S,8998,free,5.0,1
259,41,F,Y,11256,free,3.0,1
260,10,F,S,11711,pro,3.0,1
261,25,F,S,9413,free,3.0,1
262,53,F,C,11676,pro,4.0,1
263,55,F,Y,9620,free,3.0,1
264,57,F,S,7544,pro,5.0,0
265,37,M,C,10983,pro,3.0,1
266,52,M,Y,15025,pro,3.0,1
267,42,F,C,11425,free,4.0,1
268,65,F,C,9193,pro,5.0,1
269,42,F,D,6793,free,4.0,0
270,46,F,S,7226,free,4.0,0
271,35,F,Y,10932,pro,5.0,1
272,35,M,C,14115,pro,1.0,1
273,19,M,Y,11564,pro,5.0,1
274,52,M,C,10014,free,2.0,1
275,77,F,S,7611,free,4.0,0
276,58,F,,8658,free,4.0,1
277,53,M,Y,7059,free,3.0,0
278,50,F,S,4628,free,5.0,0
279,79,M,C,14173,pro,1.0,1
280,50,F,D,5988,free,3.0,0
281,31,F,S,9050,pro,4.0,1
282,38,M,Y,11212,pro,3.0,1
283,37,F,,12068,pro,4.0,1
284,25,M,C,11914,pro,1.0,1
285,24,M,C,9012,pro,2.0,1
286,20,M,Y,8597,free,2.0,1
287,34,M,C,8343,free,3.0,1
288,50,M,C,9623,free,4.0,1
289,29,F,D,10963,free,4.0,1
290,39,F,S,4625,pro,5.0,0
291,39,F,Y,7177,free,5.0,0
292,47,M,S,9431,pro,3.0,1
293,55,F,S,7186,pro,4.0,0
294,55,M,C,10870,free,3.0,1
295,25,M,,8570,pro,3.0,0
296,44,F,C,6400,free,4.0,0
297,44,M,S,10902,free,2.0,1
298,51,F,Y,12201,pro,3.0,1
299,38,F,S,8347,free,5.0,1
300,47,M,S,7965,pro,4.0,0
301,50,M,S,7788,free,4.0,0
302,45,M,C,11716,free,1.0,1
303,50,F,S,9932,pro,3.0,1
304,22,M,C,9997,free,5.0,1
305,36,M,C,10326,free,3.0,1
306,21,M,C,10124,free,4.0,1
307,52,F,S,12791,pro,1.0,1
308,34,M,Y,7201,free,4.0,0
309,45,M,C,7972,free,1.0,0
310,47,F,,6233,free,5.0,0
311,46,F,S,7420,free,5.0,0
312,23,M,C,9216,pro,4.0,1
313,52,M,D,10336,pro,3.0,1
314,58,M,S,9241,free,5.0,1
315,54,F,S,7541,pro,4.0,0
316,41,M,S,10378,free,3.0,1
317,46,F,C,13233,pro,4.0,1
318,48,F,S,10415,pro,1.0,1
319,52,F,,3413,free,2.0,0
320,50,M,,13874,pro,4.0,1
321,38,F,C,11693,pro,3.0,1
322,49,F,,12412,free,4.0,1
323,40,F,S,10681,free,3.0,1
324,50,M,C,12281,free,5.0,1
325,20,F,S,10610,pro,5.0,1
326,35,M,Y,9375,pro,5.0,1
327,42,M,Y,10646,pro,3.0,1
328,59,M,C,9482,pro,3.0,1
329,48,F,Y,10067,pro,4.0,1
330,20,M,D,5146,pro,1.0,0
331,57,M,D,9985,pro,1.0,1
332,41,M,C,12389,free,4.0,1
333,49,M,Y,8888,free,4.0,1
334,39,F,C,13654,pro,5.0,1
335,40,F,D,7472,free,3.0,0
336,19,M,S,12905,pro,3.0,1
337,44,F,C,7243,free,2.0,0
338,59,F,Y,9923,free,5.0,1
339,19,M,C,11865,pro,4.0,1
340,43,M,D,8260,free,5.0,1
341,34,F,D,2852,free,5.0,0
342,11,F,Y,7991,free,4.0,0
343,62,M,C,11326,pro,4.0,1
344,26,F,Y,10157,free,3.0,1
345,60,M,C,14021,pro,4.0,1
346,56,F,C,13070,free,4.0,1
347,46,M,Y,12392,pro,4.0,1
348,17,M,C,10275,pro,5.0,1
349,43,M,S,8590,free,5.0,1
350,52,F,D,9477,free,4.0,1
351,42,F,C,10039,free,4.0,1
352,67,M,C,14156,pro,4.0,1
353,30,M,D,13658,free,3.0,1
354,24,F,C,14034,free,2.0,1
355,53,M,Y,11687,free,4.0,1
356,37,M,D,9755,free,4.0,1
357,18,F,D,11198,free,1.0,1
358,25,M,Y,13722,pro,5.0,1
359,33,F,C,9905,pro,2.0,1
360,31,F,C,7934,free,3.0,0
361,29,M,Y,7665,free,4.0,0
362,40,M,D,6947,free,3.0,0
363,32,M,S,7636,pro,2.0,0
364,45,F,C,10699,pro,3.0,1
365,51,F,C,8200,pro,4.0,0
366,19,F,C,9132,pro,4.0,1
367,49,M,Y,10102,free,4.0,1
368,40,F,S,10063,pro,4.0,1
369,39,F,D,10059,pro,1.0,1
370,42,F,Y,10730,free,5.0,1
371,39,F,,11929,pro,1.0,1
372,39,F,S,11537,free,5.0,1
373,59,F,S,9859,pro,4.0,1
374,23,F,S,12223,free,5.0,1
375,32,M,Y,9419,free,2.0,1
376,60,M,Y,10237,pro,4.0,1
377,54,F,,10923,free,3.0,1
378,50,M,C,7955,free,2.0,0
379,25,F,C,13547,free,4.0,1
380,22,F,Y,9135,pro,3.0,1
381,56,F,C,6563,free,4.0,0
382,21,M,C,11507,free,2.0,1
383,23,M,C,10645,pro,3.0,1
384,49,M,Y,13951,pro,4.0,1
385,47,F,C,8134,free,4.0,1
386,52,F,Y,9828,pro,4.0,1
387,78,F,D,6348,pro,4.0,0
388,33,M,,12525,pro,5.0,1
389,30,F,C,7445,free,3.0,0
390,59,F,C,10386,free,4.0,1
391,47,M,D,7843,free,5.0,0
392,36,F,,4906,free,4.0,0
393,34,M,S,9462,free,4.0,1
394,36,M,C,9872,free,4.0,1
395,11,F,Y,11462,pro,4.0,1
396,43,M,S,12312,free,4.0,1
397,54,F,Y,11824,free,1.0,1
398,43,F,D,10928,pro,3.0,1
399,40,F,C,9557,free,5.0,1
400,26,M,Y,6345,free,3.0,0
401,29,F,C,11104,pro,4.0,1
402,18,F,D,8929,free,3.0,1
403,18,F,Y,9302,pro,4.0,1
404,51,M,D,11165,pro,2.0,1
405,49,M,C,11943,free,3.0,1
406,42,F,C,8563,pro,5.0,0
407,57,M,S,7532,free,5.0,0
408,18,F,S,8721,free,4.0,1
409,33,F,C,7769,free,4.0,0
410,56,F,S,5217,free,4.0,0
411,22,F,C,8706,pro,4.0,0
412,39,F,S,6035,free,4.0,0
413,16,F,Y,10916,free,2.0,1
414,20,F,S,12405,free,4.0,1
415,29,F,C,7309,free,4.0,0
416,43,M,S,10292,free,5.0,1
417,75,M,C,11447,free,1.0,1
418,54,F,D,6215,pro,4.0,0
419,39,M,C,10021,free,4.0,1
420,46,F,Y,13067,free,4.0,1
421,31,M,D,10054,free,2.0,1
422,45,F,Y,7509,free,4.0,0
423,22,F,Y,8579,pro,3.0,0
424,47,F,,3955,free,3.0,0
425,22,F,D,9440,free,4.0,1
426,29,F,S,12895,free,4.0,1
427,33,M,,8772,pro,4.0,0
428,43,F,S,5828,pro,5.0,0
429,43,M,S,7871,free,3.0,0
430,38,F,S,11463,pro,3.0,1
431,56,F,S,8842,pro,4.0,0
432,53,M,C,9259,pro,3.0,1
433,50,M,C,10938,pro,3.0,1
434,47,F,C,9459,free,3.0,1
435,54,M,C,6923,free,2.0,0
436,40,M,C,9265,free,5.0,1
437,27,F,S,8005,free,3.0,1
438,22,F,,9418,pro,4.0,1
439,53,F,Y,5965,free,1.0,0
440,51,F,C,10882,free,4.0,1
441,48,F,C,8911,pro,3.0,0
442,62,F,Y,4010,free,4.0,0
443,36,M,S,9728,free,4.0,1
444,49,F,C,10450,free,3.0,1
445,18,M,,7607,free,4.0,0
446,22,F,D,8580,pro,2.0,0
447,21,F,C,8201,free,4.0,1
448,33,F,C,8306,free,3.0,1
449,41,M,D,10913,free,5.0,1
450,33,F,S,8271,free,2.0,1
451,75,F,S,11379,pro,4.0,1
452,45,M,Y,6762,free,3.0,0
453,49,M,,8932,free,3.0,1
454,44,F,S,11608,pro,4.0,1
455,37,M,C,9288,pro,5.0,1
456,41,F,Y,10024,free,3.0,1
457,29,M,S,8443,free,2.0,1
458,52,M,Y,9256,pro,3.0,1
459,50,F,C,13540,pro,2.0,1
460,50,M,C,8828,free,2.0,1
461,60,F,S,9990,pro,4.0,1
462,54,M,Y,9932,free,2.0,1
463,29,M,S,10153,free,1.0,1
464,20,F,C,10010,free,4.0,1
465,18,F,D,8386,free,3.0,1
466,50,F,C,7595,pro,2.0,0
467,57,F,D,8696,free,3.0,1
468,27,F,C,8035,free,4.0,1
469,62,M,Y,11451,pro,3.0,1
470,46,M,C,12444,free,4.0,1
471,30,F,D,4388,free,2.0,0
472,29,F,S,11747,free,4.0,1
473,48,F,C,8177,free,3.0,1
474,19,M,C,9938,free,4.0,1
475,52,M,C,9075,pro,5.0,1
476,40,F,C,9376,free,4.0,1
477,34,F,D,8133,free,3.0,1
478,43,F,S,11853,pro,3.0,1
479,25,F,,8217,pro,3.0,0
480,46,F,S,11821,free,3.0,1
481,43,M,Y,10029,free,3.0,1
482,27,M,,10381,free,4.0,1
483,43,M,C,9338,free,3.0,1
484,51,M,Y,8086,free,4.0,1
485,58,F,D,7517,free,4.0,0
486,24,F,C,11036,pro,4.0,1
487,21,F,C,9082,free,2.0,1
488,28,M,S,9618,pro,5.0,1
489,46,M,D,9048,free,3.0,1
490,53,M,C,9227,pro,4.0,1
491,42,M,S,11044,pro,4.0,1
492,38,F,D,8753,pro,4.0,0
493,53,M,C,11093,free,4.0,1
494,15,F,C,11478,free,1.0,1
495,54,M,S,11177,free,3.0,1
496,26,M,D,11036,pro,4.0,1
497,41,M,C,10569,free,3.0,1
498,52,F,S,7854,free,5.0,0
499,52,F,S,9855,free,3.0,1
500,53,M,S,10781,free,3.0,1
501,35,M,S,6065,free,3.0,0
502,56,F,S,9256,free,3.0,1
503,49,M,S,13136,pro,4.0,1
504,41,M,S,9687,pro,4.0,1
505,40,F,S,8550,pro,4.0,0
506,49,F,S,7660,free,5.0,0
507,54,M,D,6890,pro,5.0,0
508,29,F,,10951,pro,5.0,1
509,66,F,Y,9259,pro,1.0,1
510,40,M,Y,10294,pro,4.0,1
511,42,F,C,9831,free,3.0,1
512,52,F,S,8104,pro,2.0,0
513,58,M,,9746,free,4.0,1
514,47,M,C,10586,free,3.0,1
515,34,M,S,8223,free,2.0,1
516,37,F,C,11040,pro,2.0,1
517,42,M,C,11061,pro,1.0,1
518,39,F,Y,7937,pro,5.0,0
519,30,F,C,10765,pro,1.0,1
520,36,M,Y,8118,free,3.0,1
521,53,F,S,9894,free,4.0,1
522,29,M,D,8721,free,3.0,1
523,58,F,S,5920,free,5.0,0
524,36,F,C,9533,free,1.0,1
525,29,M,Y,9658,free,4.0,1
526,26,F,,7337,free,4.0,0
527,24,M,,12401,pro,5.0,1
528,45,M,D,10096,free,4.0,1
529,31,M,C,9160,pro,5.0,1
530,16,M,,9580,pro,2.0,1
531,36,F,Y,7715,free,3.0,0
532,33,M,D,7182,free,3.0,0
533,22,M,,10480,free,5.0,1
534,52,F,C,9297,free,3.0,1
535,29,M,Y,8212,pro,3.0,0
536,42,F,C,7355,free,3.0,0
537,38,F,Y,10375,free,2.0,1
538,13,F,D,11571,free,3.0,1
539,40,M,Y,10977,pro,5.0,1
540,11,M,D,9977,pro,4.0,1
541,56,M,C,10020,pro,4.0,1
542,59,F,Y,9099,free,4.0,1
543,56,M,,10051,pro,3.0,1
544,31,M,,7679,pro,2.0,0
545,48,F,,11263,pro,3.0,1
546,22,F,C,13391,pro,3.0,1
547,52,M,Y,10174,free,4.0,1
548,40,M,Y,7716,pro,3.0,0
549,46,F,Y,7926,pro,1.0,0
550,60,M,C,5984,free,4.0,0
551,28,F,S,12192,free,5.0,1
552,35,F,S,8986,pro,5.0,0
553,29,M,D,13866,free,5.0,1
554,26,F,S,12910,free,4.0,1
555,27,M,C,9593,pro,3.0,1
556,34,M,Y,7283,free,4.0,0
557,55,F,S,9432,free,2.0,1
558,24,F,S,5490,free,4.0,0
559,30,F,S,7623,free,4.0,0
560,57,F,D,6923,free,1.0,0
561,59,M,S,12902,free,4.0,1
562,26,M,S,11222,pro,5.0,1
563,44,M,,9130,free,3.0,1
564,12,M,C,10137,pro,5.0,1
565,22,M,,13188,pro,2.0,1
566,46,M,C,8706,free,4.0,1
567,54,M,S,10299,pro,4.0,1
568,55,M,Y,7421,free,4.0,0
569,36,F,S,5464,free,5.0,0
570,25,F,Y,6507,free,5.0,0
571,18,M,D,9396,pro,4.0,1
572,39,F,Y,7473,free,3.0,0
573,34,F,Y,7561,free,5.0,0
574,24,M,S,10722,pro,2.0,1
575,42,F,S,7522,free,5.0,0
576,21,F,C,12198,free,3.0,1
577,53,F,S,10395,free,2.0,1
578,23,M,D,10129,pro,4.0,1
579,48,F,Y,9708,pro,3.0,1
580,36,M,,8955,free,3.0,1
581,56,F,,2813,free,3.0,0
582,44,F,Y,8040,free,2.0,1
583,27,F,C,11311,pro,3.0,1
584,43,F,S,5274,free,1.0,0
585,36,F,D,8998,free,4.0,1
586,56,M,S,8638,free,2.0,1
587,20,M,C,10875,free,4.0,1
588,30,F,S,7999,free,3.0,0
589,45,M,D,11201,free,5.0,1
590,37,M,S,9652,free,5.0,1
591,45,M,C,12904,pro,3.0,1
592,25,M,S,11869,free,4.0,1
593,58,F,S,7460,pro,5.0,0
594,56,F,S,7021,free,5.0,0
595,18,F,Y,10603,pro,4.0,1
596,20,F,C,9968,pro,2.0,1
597,30,F,,7522,free,4.0,0
598,45,M,C,12273,free,4.0,1
599,42,F,S,9079,pro,4.0,1
600,50,M,C,7762,free,3.0,0
601,55,F,S,8032,pro,5.0,0
602,23,F,S,13364,free,5.0,1
603,49,M,S,10043,pro,3.0,1
604,38,F,C,6271,free,2.0,0
605,76,F,S,6161,pro,3.0,0
606,38,F,,8950,pro,5.0,0
607,28,M,,10006,pro,4.0,1
608,54,F,D,9898,free,4.0,1
609,53,F,,11904,pro,4.0,1
610,52,M,S,9187,free,4.0,1
611,11,M,,9991,pro,3.0,1
612,37,F,C,9679,free,4.0,1
613,35,M,S,6902,pro,4.0,0
614,58,F,Y,11962,free,5.0,1
615,31,F,,11008,pro,5.0,1
616,32,F,C,11933,pro,5.0,1
617,48,M,Y,7751,pro,4.0,0
618,18,F,S,11565,free,4.0,1
619,20,M,Y,8279,free,4.0,1
620,33,M,,8494,pro,5.0,0
621,40,F,S,8421,free,2.0,1
622,28,M,,10074,free,3.0,1
623,29,M,C,9242,pro,2.0,1
624,27,F,,7910,pro,4.0,0
625,49,M,C,7753,free,3.0,0
626,33,M,D,7972,pro,3.0,0
627,25,F,S,9423,pro,2.0,1
628,55,F,C,6222,free,3.0,0
629,29,F,C,9317,pro,5.0,1
630,41,M,C,11790,free,3.0,1
631,45,M,D,10346,free,4.0,1
632,25,M,S,7600,free,4.0,0
633,45,M,S,11116,free,5.0,1
634,53,F,C,6267,pro,2.0,0
635,43,M,C,14558,free,5.0,1
636,25,M,S,12300,free,4.0,1
637,45,F,C,7880,free,5.0,0
638,45,F,,8764,free,5.0,1
639,54,F,S,5698,free,3.0,0
640,58,M,S,9320,free,2.0,1
641,53,M,S,8832,free,3.0,1
642,44,M,S,8730,pro,4.0,0
643,34,M,D,7762,free,3.0,0
644,26,F,S,7866,free,3.0,0
645,50,F,C,6736,free,4.0,0
646,37,F,S,7983,pro,1.0,0
647,30,F,C,6116,free,2.0,0
648,45,M,C,11414,free,4.0,1
649,46,F,D,6135,free,2.0,0
650,30,M,Y,7455,pro,3.0,0
651,52,F,D,9683,free,4.0,1
652,23,F,S,10939,pro,4.0,1
653,35,M,S,10809,free,5.0,1
654,22,M,C,12032,free,4.0,1
655,42,F,C,14074,pro,4.0,1
656,19,M,Y,8887,free,4.0,1
657,27,M,S,7984,pro,5.0,0
658,47,M,Y,10442,pro,5.0,1
659,22,F,Y,8361,pro,5.0,0
660,50,F,C,7084,free,4.0,0
661,18,F,S,10399,pro,2.0,1
662,35,M,Y,10431,free,3.0,1
663,49,F,C,8528,pro,1.0,0
664,28,M,Y,12948,pro,5.0,1
665,38,F,S,7720,pro,4.0,0
666,12,F,C,9012,free,4.0,1
667,42,M,S,9972,free,3.0,1
668,39,M,,7924,free,5.0,0
669,44,M,C,7347,pro,3.0,0
670,30,M,Y,10554,free,1.0,1
671,50,M,,8453,free,3.0,1
672,51,F,Y,10689,pro,4.0,1
673,58,F,Y,5471,free,4.0,0
674,52,M,C,7513,free,5.0,0
675,18,M,C,11924,free,2.0,1
676,38,M,Y,9381,free,4.0,1
677,23,F,S,8122,free,4.0,1
678,45,M,Y,9410,free,3.0,1
679,34,F,,7091,free,5.0,0
680,22,F,D,8720,free,4.0,1
681,48,F,Y,9457,pro,4.0,1
682,22,F,D,7752,free,5.0,0
683,55,M,,8029,free,4.0,1
684,20,F,S,10340,pro,3.0,1
685,40,M,S,9090,free,4.0,1
686,54,M,S,8268,free,3.0,1
687,54,F,S,7632,pro,3.0,0
688,27,F,C,10724,pro,2.0,1
689,27,F,Y,8773,pro,4.0,0
690,36,M,S,8330,pro,4.0,0
691,34,M,C,10987,pro,3.0,1
692,38,F,Y,11216,free,4.0,1
693,31,M,S,9666,pro,5.0,1
694,26,F,C,12495,free,2.0,1
695,18,F,,13928,pro,3.0,1
696,30,F,D,6093,free,4.0,0
697,21,M,S,9718,free,3.0,1
698,18,F,C,13707,free,4.0,1
699,57,M,Y,9657,pro,2.0,1
700,49,F,,8573,free,4.0,1
