user_id,age,gender,workout_type,avg_daily_steps,subscription,app_rating,goal_achieved
87,44,M,S,6689,free,3.0,0.0
88,41,F,C,9712,free,3.0,1.0
89,36,M,S,7081,free,3.0,0.0
90,42,M,C,8909,free,4.0,1.0
91,40,F,C,9810,pro,2.0,1.0
92,45,M,C,7448,pro,5.0,0.0
93,35,F,D,4861,pro,5.0,0.0
94,37,M,S,6646,free,4.0,0.0
95,37,M,D,4826,free,,0.0
96,30,F,S,7270,free,1.0,0.0
97,41,F,C,9507,free,3.0,1.0
98,41,F,S,6820,free,4.0,0.0
99,39,F,S,6242,pro,,0.0
100,38,F,C,7324,free,3.0,0.0
101,31,F,S,6476,free,4.0,0.0
102,36,F,C,7044,free,3.0,0.0
103,37,M,S,7225,free,5.0,0.0
104,34,F,Y,4857,free,2.0,0.0
105,38,M,C,7831,pro,4.0,0.0
106,41,F,C,6553,free,4.0,0.0
107,50,F,Y,5578,pro,,0.0
108,40,M,S,6068,pro,3.0,0.0
109,41,F,C,8651,pro,4.0,1.0
110,39,F,D,5605,free,5.0,0.0
111,27,M,C,9320,free,4.0,1.0
112,39,F,Y,4101,free,3.0,0.0
113,39,F,D,6225,pro,4.0,0.0
114,54,M,C,6999,free,4.0,0.0
115,38,F,C,7730,pro,4.0,0.0
116,41,M,C,9056,free,5.0,1.0
117,39,F,C,6401,free,3.0,0.0
118,32,F,C,7831,free,4.0,0.0
119,46,F,Y,5079,free,4.0,0.0
120,44,F,C,7275,free,4.0,0.0
121,44,F,S,4691,pro,,0.0
122,34,F,D,5484,pro,5.0,0.0
123,47,M,Y,5902,pro,4.0,0.0
124,31,F,S,6053,pro,2.0,0.0
125,43,M,C,6479,pro,1.0,0.0
126,52,F,S,5237,free,4.0,0.0
127,33,M,S,5516,pro,5.0,0.0
128,36,M,S,7259,free,3.0,0.0
129,40,M,C,7354,free,3.0,0.0
130,36,F,D,4625,pro,2.0,0.0
131,30,M,S,4449,free,,0.0
132,39,F,C,6585,free,3.0,0.0
133,33,M,S,4993,free,4.0,0.0
134,42,M,S,4715,free,4.0,0.0
135,33,F,Y,5095,pro,5.0,0.0
136,48,F,Y,4679,free,4.0,0.0
137,34,M,Y,6359,free,4.0,0.0
138,37,F,C,8336,free,3.0,1.0
139,44,F,S,5460,free,4.0,0.0
140,32,F,S,5690,pro,4.0,0.0
141,40,M,C,8376,free,5.0,1.0
142,47,M,C,8748,free,3.0,1.0
143,29,F,Y,6155,pro,1.0,0.0
144,40,M,C,7780,pro,2.0,0.0
145,41,F,S,6055,pro,3.0,0.0
146,44,F,C,8822,pro,5.0,1.0
147,32,F,C,9860,free,1.0,1.0
148,31,F,C,6651,free,4.0,0.0
149,42,F,D,3351,free,3.0,0.0
150,41,M,Y,5463,pro,2.0,0.0
151,41,F,D,6111,free,4.0,0.0
152,41,M,S,5815,free,3.0,0.0
153,35,F,C,7994,free,3.0,0.0
154,40,F,S,5394,free,,0.0
155,41,F,S,7011,free,,0.0
156,35,F,Y,4636,pro,2.0,0.0
157,50,F,C,7552,free,5.0,0.0
158,42,M,S,5816,pro,4.0,0.0
159,32,M,C,7371,pro,4.0,0.0
160,43,F,C,8031,free,2.0,1.0
161,33,M,Y,4617,free,1.0,0.0
162,44,M,S,5171,free,1.0,0.0
163,46,M,S,6208,free,3.0,0.0
164,34,M,S,4978,pro,4.0,0.0
165,45,M,S,5119,free,5.0,0.0
166,41,M,Y,3991,free,4.0,0.0
167,44,M,D,5679,free,3.0,0.0
168,50,M,D,4915,pro,4.0,0.0
169,38,F,Y,3949,pro,2.0,0.0
170,34,M,C,9536,pro,4.0,1.0
171,34,M,Y,4555,pro,4.0,0.0
172,34,F,S,4904,free,4.0,0.0
173,39,M,C,8375,pro,5.0,1.0
174,41,F,Y,6182,free,3.0,0.0
175,41,F,C,7383,pro,4.0,0.0
176,44,M,D,5460,pro,5.0,0.0
177,39,M,S,6609,free,,0.0
178,48,F,S,6024,pro,4.0,0.0
179,37,F,Y,6016,pro,5.0,0.0
180,55,F,D,4434,free,2.0,0.0
181,43,F,S,5429,pro,5.0,0.0
182,34,M,S,5035,free,2.0,0.0
183,33,F,C,8522,free,4.0,1.0
184,42,M,S,5282,free,5.0,0.0
185,38,F,C,8226,free,3.0,1.0
186,43,F,Y,5061,pro,4.0,0.0
187,42,F,S,7107,pro,3.0,0.0
188,39,F,Y,5232,pro,5.0,0.0
189,34,M,C,7050,free,,0.0
190,30,M,C,9042,pro,4.0,1.0
191,36,M,Y,4175,free,4.0,0.0
192,44,M,C,8807,pro,5.0,1.0
193,40,F,C,9242,free,3.0,1.0
194,32,M,C,7946,free,4.0,0.0
195,40,M,D,5332,pro,4.0,0.0
196,41,F,Y,4484,free,,0.0
197,34,F,S,6513,free,2.0,0.0
198,40,F,C,9207,free,2.0,1.0
199,39,F,C,6909,free,2.0,0.0
200,32,M,Y,4027,free,5.0,0.0
201,41,M,Y,5034,free,4.0,0.0
202,42,F,C,8160,free,4.0,1.0
203,45,F,C,10366,free,3.0,1.0
204,45,M,C,7480,pro,3.0,0.0
205,31,F,Y,6114,free,3.0,0.0
206,33,M,Y,3360,pro,4.0,0.0
207,42,M,C,8519,pro,4.0,1.0
208,42,F,C,6963,free,,0.0
209,42,F,C,7549,pro,4.0,0.0
210,62,F,D,4801,pro,4.0,0.0
211,42,M,C,7830,pro,4.0,0.0
212,46,F,Y,5354,free,5.0,0.0
213,45,M,S,6588,free,4.0,0.0
214,43,M,S,6140,pro,1.0,0.0
215,37,F,C,8204,pro,4.0,1.0
216,44,F,C,9613,pro,4.0,1.0
217,34,F,S,5347,free,4.0,0.0
218,38,F,Y,5381,pro,3.0,0.0
219,36,F,S,6675,pro,5.0,0.0
220,39,F,S,6343,free,5.0,0.0
221,53,M,C,8865,free,3.0,1.0
222,28,M,D,8291,free,5.0,1.0
223,43,M,Y,4632,pro,2.0,0.0
224,29,M,C,8007,pro,2.0,1.0
225,36,F,D,4441,pro,2.0,0.0
226,46,F,S,6664,free,,0.0
227,39,M,S,5711,free,5.0,0.0
228,33,M,Y,4625,free,2.0,0.0
229,35,F,Y,4138,free,3.0,0.0
230,43,M,Y,5177,pro,2.0,0.0
231,35,F,C,9337,pro,3.0,1.0
232,40,F,C,8181,pro,2.0,1.0
233,39,F,D,4797,pro,4.0,0.0
234,35,F,C,7148,free,2.0,0.0
235,52,F,S,6483,free,5.0,0.0
236,43,M,S,5942,pro,5.0,0.0
237,27,F,S,7593,pro,1.0,0.0
238,40,F,S,6388,free,5.0,0.0
239,35,M,D,4647,free,1.0,0.0
240,44,F,C,8808,free,3.0,1.0
241,34,F,C,8780,pro,1.0,1.0
242,38,F,C,9171,free,3.0,1.0
243,42,F,D,4758,free,4.0,0.0
244,44,F,S,6120,free,4.0,0.0
245,32,F,C,8699,free,3.0,1.0
246,37,F,Y,5349,pro,4.0,0.0
247,36,F,D,4428,free,3.0,0.0
248,35,F,Y,5717,pro,4.0,0.0
249,50,F,D,4573,pro,3.0,0.0
250,41,F,C,8314,pro,2.0,1.0
251,31,M,Y,6469,free,3.0,0.0
252,45,F,S,5099,pro,3.0,0.0
253,52,F,Y,4859,free,4.0,0.0
254,45,M,Y,5326,pro,5.0,0.0
255,30,F,Y,5611,pro,2.0,0.0
256,36,M,Y,4007,free,4.0,0.0
257,47,M,C,7627,free,4.0,0.0
258,35,F,S,6577,free,5.0,0.0
259,42,M,D,4423,free,3.0,0.0
260,44,F,D,4390,free,4.0,0.0
261,33,F,C,10067,free,5.0,1.0
262,39,F,C,8159,free,4.0,1.0
263,20,M,C,9129,free,3.0,1.0
264,33,M,Y,4856,free,2.0,0.0
265,37,F,Y,4020,free,3.0,0.0
266,32,F,C,8757,free,4.0,1.0
267,49,F,S,6710,free,4.0,0.0
268,30,M,Y,5134,free,2.0,0.0
269,36,F,Y,4906,free,4.0,0.0
270,40,F,S,5744,pro,4.0,0.0
271,48,F,S,6847,free,4.0,0.0
272,30,M,S,5481,free,4.0,0.0
273,46,F,C,7972,free,5.0,0.0
274,39,F,S,6336,pro,3.0,0.0
275,33,F,Y,5166,pro,5.0,0.0
276,42,M,D,6313,pro,3.0,0.0
277,40,F,S,4151,pro,3.0,0.0
278,35,F,Y,5239,free,3.0,0.0
279,39,M,C,8096,free,2.0,1.0
280,37,F,S,5650,free,,0.0
281,40,F,C,8250,pro,2.0,1.0
282,43,M,C,8484,pro,5.0,1.0
283,49,M,Y,5079,pro,2.0,0.0
284,32,F,D,3786,free,4.0,0.0
285,52,M,C,7043,pro,,0.0
286,27,F,S,8864,free,5.0,1.0
287,38,M,Y,4298,free,4.0,0.0
288,43,F,C,6689,free,1.0,0.0
289,41,M,S,4103,free,4.0,0.0
290,35,F,Y,4469,free,4.0,0.0
291,38,F,S,4715,pro,4.0,0.0
292,36,F,C,6456,free,4.0,0.0
293,35,F,S,5531,free,4.0,0.0
294,44,M,Y,4520,free,4.0,0.0
295,41,F,S,5435,free,4.0,0.0
296,35,M,C,5867,pro,1.0,0.0
297,44,M,Y,5241,pro,5.0,0.0
298,41,M,C,9505,pro,3.0,1.0
299,44,F,Y,4682,pro,4.0,0.0
300,43,F,C,6895,pro,1.0,0.0
301,34,F,D,5002,free,4.0,0.0
302,36,M,S,7262,pro,5.0,0.0
303,43,M,C,5809,free,3.0,0.0
304,43,F,C,8540,free,3.0,1.0
305,39,M,C,6584,free,4.0,0.0
306,40,F,D,5289,pro,5.0,0.0
307,47,M,D,4884,pro,4.0,0.0
308,35,F,S,5705,free,3.0,0.0
309,42,F,S,6162,pro,5.0,0.0
310,38,M,Y,5792,pro,4.0,0.0
311,38,M,D,5430,free,2.0,0.0
312,46,F,S,6255,free,2.0,0.0
313,44,F,S,4911,pro,4.0,0.0
314,44,M,S,7348,free,,0.0
315,47,F,Y,4422,pro,3.0,0.0
316,39,M,C,6510,free,5.0,0.0
317,43,M,S,6640,free,2.0,0.0
318,37,F,S,6182,pro,4.0,0.0
319,41,M,Y,4142,pro,3.0,0.0
320,38,F,C,6938,pro,4.0,0.0
321,40,M,S,7416,pro,4.0,0.0
322,43,M,S,5315,pro,1.0,0.0
323,34,F,S,7586,pro,4.0,0.0
324,52,M,C,7479,free,2.0,0.0
325,33,F,S,4204,free,5.0,0.0
326,32,M,S,5263,free,5.0,0.0
327,46,M,S,5532,pro,4.0,0.0
328,44,M,S,5489,free,4.0,0.0
329,43,F,Y,4916,free,,0.0
330,43,M,Y,2837,free,4.0,0.0
331,39,F,C,9023,pro,3.0,1.0
332,34,F,Y,4155,pro,,0.0
333,39,F,S,7549,free,4.0,0.0
334,35,M,C,7775,pro,2.0,0.0
335,45,F,C,9722,free,4.0,1.0
336,38,F,C,9079,free,1.0,1.0
337,34,F,Y,5866,pro,4.0,0.0
338,37,F,Y,4546,free,3.0,0.0
339,41,F,Y,4536,pro,3.0,0.0
340,36,F,S,5847,free,4.0,0.0
341,34,M,S,6527,free,5.0,0.0
342,40,M,C,6980,pro,4.0,0.0
343,40,F,C,7903,free,,0.0
344,36,F,S,6542,pro,3.0,0.0
345,36,F,C,7539,pro,5.0,0.0
346,40,F,C,8080,free,4.0,1.0
347,30,M,S,6327,free,2.0,0.0
348,31,M,Y,4979,free,5.0,0.0
349,35,F,D,5347,free,5.0,0.0
350,38,M,D,5537,free,5.0,0.0
351,41,M,S,5335,free,5.0,0.0
352,48,F,S,5499,free,5.0,0.0
353,44,M,S,5022,free,,0.0
354,38,F,Y,6129,pro,2.0,0.0
355,39,M,C,8015,pro,4.0,1.0
356,33,F,S,5847,pro,4.0,0.0
357,39,M,Y,5046,free,4.0,0.0
358,37,F,S,5656,pro,3.0,0.0
359,41,M,S,7264,free,4.0,0.0
360,34,M,S,6005,pro,4.0,0.0
361,42,M,C,8568,pro,,1.0
362,48,F,S,4985,free,3.0,0.0
363,38,F,C,7115,pro,4.0,0.0
364,41,M,C,7634,pro,4.0,0.0
365,43,F,C,6752,pro,3.0,0.0
366,37,F,Y,4146,pro,4.0,0.0
367,40,F,C,7221,free,4.0,0.0
368,39,M,S,5694,free,,0.0
369,40,F,C,9088,free,1.0,1.0
370,34,M,D,4596,pro,4.0,0.0
371,39,M,C,6643,free,3.0,0.0
372,42,F,S,5225,pro,5.0,0.0
373,48,M,D,5970,free,2.0,0.0
374,45,F,Y,3998,free,4.0,0.0
375,52,F,C,7884,free,2.0,0.0
376,34,F,Y,5415,pro,4.0,0.0
377,44,F,S,5623,free,4.0,0.0
378,40,M,S,6974,free,3.0,0.0
379,52,M,C,7864,free,4.0,0.0
380,34,F,C,10337,free,3.0,1.0
381,34,M,Y,4479,free,3.0,0.0
382,35,M,S,5983,pro,4.0,0.0
383,26,M,S,8674,free,3.0,1.0
384,36,M,Y,4790,free,5.0,0.0
385,34,M,Y,6348,pro,4.0,0.0
386,40,M,C,7603,pro,,0.0
387,41,F,S,5444,pro,1.0,0.0
388,50,F,C,6916,free,4.0,0.0
389,45,F,Y,4937,pro,4.0,0.0
390,36,M,Y,4928,pro,3.0,0.0
391,34,M,D,5251,pro,5.0,0.0
392,42,M,C,9088,free,,1.0
393,31,F,C,8379,free,5.0,1.0
394,50,F,C,7104,pro,2.0,0.0
395,46,M,C,7911,free,5.0,0.0
396,36,F,C,6857,free,4.0,0.0
397,29,M,D,6612,pro,3.0,0.0
398,47,F,C,6823,pro,3.0,0.0
399,38,F,C,8131,free,,1.0
400,46,F,Y,4359,pro,5.0,0.0
401,29,F,S,9555,free,3.0,1.0
402,35,F,Y,5289,free,2.0,0.0
403,39,M,C,7163,pro,4.0,0.0
404,39,F,S,5465,free,4.0,0.0
405,36,M,C,8886,free,4.0,1.0
406,43,F,C,8683,pro,4.0,1.0
407,33,F,D,5196,free,3.0,0.0
408,38,F,C,4833,free,5.0,0.0
409,40,F,S,6883,pro,4.0,0.0
410,42,F,S,5705,pro,2.0,0.0
411,43,F,C,9370,pro,4.0,1.0
412,32,F,D,5093,pro,4.0,0.0
413,30,M,C,6103,free,3.0,0.0
414,47,M,Y,3348,pro,4.0,0.0
415,41,M,D,6231,free,,0.0
416,35,M,S,6788,pro,4.0,0.0
417,48,F,D,6780,free,5.0,0.0
418,40,M,C,7398,pro,2.0,0.0
419,46,F,S,6044,free,3.0,0.0
420,39,M,C,6907,free,5.0,0.0
421,51,M,Y,4473,pro,5.0,0.0
422,50,F,D,4686,pro,4.0,0.0
423,38,F,C,8599,pro,,1.0
424,45,F,Y,4324,free,4.0,0.0
425,43,F,C,7509,free,5.0,0.0
426,47,F,S,6528,pro,5.0,0.0
427,33,M,S,5023,pro,3.0,0.0
428,43,F,D,2408,pro,4.0,0.0
429,45,F,S,6307,pro,4.0,0.0
430,28,F,C,9855,pro,4.0,1.0
431,32,M,C,7866,free,4.0,0.0
432,27,F,C,10451,pro,4.0,1.0
433,37,M,C,7939,pro,,0.0
434,43,M,C,9357,pro,2.0,1.0
435,48,M,D,4889,pro,3.0,0.0
436,39,F,S,5374,pro,4.0,0.0
437,49,F,S,6122,free,3.0,0.0
438,31,F,C,8552,free,1.0,1.0
439,29,F,D,8051,free,2.0,1.0
440,39,M,Y,3984,pro,4.0,0.0
441,41,M,C,6014,pro,5.0,0.0
442,39,M,Y,5612,free,4.0,0.0
443,27,F,S,7530,pro,4.0,0.0
444,38,M,C,9080,free,3.0,1.0
445,31,F,S,6688,free,4.0,0.0
446,43,F,S,5711,pro,4.0,0.0
447,41,M,C,8634,pro,4.0,1.0
448,33,F,D,4012,free,3.0,0.0
449,36,F,Y,4200,free,2.0,0.0
450,33,F,Y,4810,free,,0.0
451,39,F,S,6214,free,4.0,0.0
452,45,M,S,5555,free,5.0,0.0
453,33,M,Y,5346,free,5.0,0.0
454,42,F,S,6608,free,4.0,0.0
455,36,F,C,9977,free,4.0,1.0
456,34,M,S,5902,free,5.0,0.0
457,38,F,Y,5955,free,3.0,0.0
458,33,F,S,6693,pro,3.0,0.0
459,36,F,C,9853,pro,5.0,1.0
460,32,M,Y,4898,free,3.0,0.0
461,51,F,C,7440,free,5.0,0.0
462,39,F,C,8103,free,5.0,1.0
463,35,M,C,8676,free,4.0,1.0
464,40,M,C,9851,free,5.0,1.0
465,38,F,Y,5573,free,4.0,0.0
466,38,M,S,4066,free,4.0,0.0
467,43,F,C,8960,pro,,1.0
468,44,F,D,5248,free,2.0,0.0
469,36,M,D,5106,free,,0.0
470,36,F,D,4894,pro,4.0,0.0
471,37,M,C,5747,free,2.0,0.0
472,25,F,S,9874,free,1.0,1.0
473,30,M,D,5299,free,2.0,0.0
474,47,F,Y,5881,free,,0.0
475,49,M,C,7086,pro,5.0,0.0
476,38,M,C,7623,free,5.0,0.0
477,42,F,S,5819,free,4.0,0.0
478,41,M,D,5115,free,5.0,0.0
479,57,F,S,5821,free,4.0,0.0
480,46,M,S,6736,pro,4.0,0.0
481,38,F,C,7421,pro,4.0,0.0
482,33,M,Y,4158,free,2.0,0.0
483,29,F,Y,7217,free,5.0,0.0
484,40,F,S,5789,free,3.0,0.0
485,34,M,Y,4933,pro,4.0,0.0
486,30,M,D,2449,free,4.0,0.0
487,35,M,C,9052,free,3.0,1.0
488,33,F,S,6239,free,3.0,0.0
489,49,M,C,7778,free,4.0,0.0
490,44,F,Y,5738,free,1.0,0.0
491,39,M,S,6703,free,4.0,0.0
492,48,M,S,5444,free,4.0,0.0
493,39,F,Y,4078,free,4.0,0.0
494,34,F,S,5876,free,4.0,0.0
495,48,M,D,5098,pro,4.0,0.0
496,42,M,S,6593,free,4.0,0.0
497,33,M,C,7951,free,4.0,0.0
498,38,F,Y,5955,pro,4.0,0.0
499,34,F,Y,4567,free,4.0,0.0
500,31,F,C,6403,pro,5.0,0.0
501,45,F,D,4094,pro,3.0,0.0
502,50,F,D,4950,free,4.0,0.0
503,31,F,C,8296,pro,5.0,1.0
504,42,F,D,5262,free,3.0,0.0
505,35,M,C,8393,free,2.0,1.0
506,36,M,C,7880,free,4.0,0.0
507,35,M,C,7873,free,2.0,0.0
508,34,M,D,3402,pro,3.0,0.0
509,39,F,Y,4903,pro,5.0,0.0
510,34,F,C,5806,pro,4.0,0.0
511,41,M,S,6166,pro,3.0,0.0
512,39,M,S,6418,pro,5.0,0.0
513,38,F,C,6805,pro,5.0,0.0
514,34,F,D,6134,free,4.0,0.0
515,36,M,Y,5674,free,3.0,0.0
516,44,F,S,6740,free,5.0,0.0
517,42,M,D,5151,pro,4.0,0.0
518,33,M,S,4915,free,4.0,0.0
519,40,F,D,5624,free,,0.0
520,44,F,Y,4500,free,4.0,0.0
521,29,M,S,8418,free,3.0,1.0
522,42,F,C,7778,free,4.0,0.0
523,35,F,D,5899,free,3.0,0.0
524,42,F,S,6778,pro,4.0,0.0
525,34,F,C,8748,free,4.0,1.0
526,28,F,C,9010,pro,2.0,1.0
527,29,F,S,7564,free,4.0,0.0
528,39,F,S,6377,free,3.0,0.0
529,41,M,Y,5224,free,3.0,0.0
530,34,M,D,3797,free,4.0,0.0
531,43,M,C,7026,free,3.0,0.0
532,29,F,Y,8057,free,4.0,1.0
533,39,M,C,6454,free,2.0,0.0
534,32,F,D,4231,free,4.0,0.0
535,35,F,Y,5538,free,5.0,0.0
536,39,M,S,6573,pro,,0.0
537,34,F,Y,4399,pro,4.0,0.0
538,37,M,C,8151,free,5.0,1.0
539,45,F,S,6117,pro,3.0,0.0
540,36,M,Y,4868,free,1.0,0.0
541,44,F,S,5545,pro,4.0,0.0
542,32,F,S,6819,pro,1.0,0.0
543,42,F,S,5247,pro,5.0,0.0
544,48,F,Y,3779,free,3.0,0.0
545,24,F,C,11054,free,4.0,1.0
546,34,F,C,8488,free,,1.0
547,42,F,Y,4117,free,3.0,0.0
548,38,F,Y,5108,free,4.0,0.0
549,41,M,C,8069,free,1.0,1.0
550,35,F,C,7774,free,4.0,0.0
551,40,F,C,8558,free,1.0,1.0
552,38,F,C,7519,pro,5.0,0.0
553,46,M,S,6955,pro,5.0,0.0
554,41,F,Y,5176,pro,3.0,0.0
555,41,M,Y,4588,free,3.0,0.0
556,37,F,S,6840,pro,4.0,0.0
557,36,M,S,5918,pro,3.0,0.0
558,36,F,Y,5279,free,5.0,0.0
559,41,F,S,6232,free,4.0,0.0
560,36,M,D,5397,pro,3.0,0.0
561,41,F,S,5573,free,5.0,0.0
562,51,M,C,6989,free,4.0,0.0
563,44,F,Y,6147,free,5.0,0.0
564,37,F,C,9146,free,5.0,1.0
565,46,F,Y,5616,pro,3.0,0.0
566,37,F,C,6886,pro,1.0,0.0
567,27,F,C,10724,free,5.0,1.0
568,33,M,D,4582,free,5.0,0.0
569,28,M,C,9301,free,2.0,1.0
570,37,F,Y,4949,free,5.0,0.0
571,39,F,C,8163,free,4.0,1.0
572,49,F,S,6113,pro,3.0,0.0
573,41,F,Y,4890,free,5.0,0.0
574,38,M,S,6753,free,,0.0
575,44,F,C,9069,pro,5.0,1.0
576,26,M,C,11649,free,3.0,1.0
577,40,F,C,5230,pro,4.0,0.0
578,44,M,C,6627,pro,3.0,0.0
579,30,M,Y,3180,pro,4.0,0.0
580,46,M,D,4045,free,4.0,0.0
581,41,M,D,4480,free,3.0,0.0
582,37,F,Y,5328,free,4.0,0.0
583,43,M,Y,4584,free,4.0,0.0
584,53,M,Y,4606,pro,2.0,0.0
585,40,M,C,7183,pro,5.0,0.0
586,40,M,D,3632,pro,3.0,0.0
587,36,M,Y,4329,pro,4.0,0.0
588,34,M,S,5155,pro,4.0,0.0
589,44,F,C,7972,free,4.0,0.0
590,34,F,S,5767,free,2.0,0.0
591,39,F,S,7479,pro,4.0,0.0
592,36,F,D,5726,free,4.0,0.0
593,42,M,S,5001,free,4.0,0.0
594,41,F,S,5821,free,5.0,0.0
595,45,F,D,4736,pro,4.0,0.0
596,36,F,C,7977,free,2.0,0.0
597,37,M,S,6360,pro,3.0,0.0
598,33,M,C,5810,pro,3.0,0.0
599,36,M,Y,5704,free,2.0,0.0
600,41,M,D,6354,free,3.0,0.0
601,44,F,C,7079,free,3.0,0.0
602,33,F,D,4768,pro,3.0,0.0
603,44,F,C,7185,pro,2.0,0.0
604,47,F,D,5815,pro,1.0,0.0
605,41,F,Y,4740,free,2.0,0.0
606,50,F,Y,5747,free,3.0,0.0
607,34,F,C,8727,free,4.0,1.0
608,32,M,D,6889,pro,4.0,0.0
609,28,M,Y,6692,free,2.0,0.0
610,48,M,C,6970,free,4.0,0.0
611,43,F,Y,3853,free,3.0,0.0
612,39,F,C,8638,free,3.0,1.0
613,41,M,D,5822,free,1.0,0.0
614,32,F,C,8003,free,4.0,1.0
615,54,M,Y,4815,free,4.0,0.0
616,40,F,S,6857,free,3.0,0.0
617,40,M,C,7800,pro,2.0,0.0
618,43,M,C,7148,pro,,0.0
619,42,F,C,6339,free,3.0,0.0
620,40,M,S,6470,pro,,0.0
621,34,M,C,9699,free,5.0,1.0
622,42,M,S,5221,free,5.0,0.0
623,50,F,C,7474,pro,,0.0
624,47,F,C,8628,pro,4.0,1.0
625,49,M,Y,5318,pro,3.0,0.0
626,36,F,C,6994,free,2.0,0.0
627,33,F,D,3763,free,4.0,0.0
628,38,M,D,5922,pro,2.0,0.0
629,39,M,Y,5288,free,4.0,0.0
630,46,M,S,5262,free,5.0,0.0
631,29,M,D,8396,pro,5.0,1.0
632,48,F,C,6321,pro,3.0,0.0
633,38,M,C,8596,pro,4.0,1.0
634,36,F,C,8587,free,4.0,1.0
635,33,F,Y,6294,pro,5.0,0.0
636,29,M,C,9060,free,3.0,1.0
637,44,F,S,5526,free,1.0,0.0
638,39,M,D,3909,pro,3.0,0.0
639,31,F,D,4487,free,3.0,0.0
640,31,F,S,5000,free,3.0,0.0
641,37,F,C,6776,pro,4.0,0.0
642,49,F,Y,5005,free,4.0,0.0
643,37,M,S,3639,free,3.0,0.0
644,30,F,C,6085,free,4.0,0.0
645,38,F,C,8303,free,2.0,1.0
646,37,F,D,5097,free,5.0,0.0
647,23,F,Y,7302,pro,5.0,0.0
648,39,F,Y,4967,pro,5.0,0.0
649,38,M,D,4672,free,5.0,0.0
650,43,M,S,6289,pro,3.0,0.0
